molecular_weight	aromaticity	instability	flexibility	gravy_bm	isoelectric_point	charge_at_pH_7	helix_fract	sheet_fract	molar_ext_coef_cysteines
Schizosaccharomyces-pombe_sp|Q9HGM5|DBP8-SCHPO	-0.0173084468708874	0.0125755048512906	-0.0685302300381833	-0.0184541458223683	0.0096834908725327	0.0338062026529444	-0.0186798521015611	0.0857189586407944	-0.0176039330445393	0.0119637798619584
Ustilago-maydis_sp|Q4PEX7|DBP8-USTMA	0.00939066762197406	-0.058588818696419	-0.039652866340052	-0.0301039769891111	0.000784181795785524	0.150193794007963	0.067630397704691	-0.0152548698732951	-0.0113057605214293	-0.00788831761180573
Agaricus-bisporus_tr|A0A8H7KHG0|A0A8H7KHG0-AGABI	0.0280225473064451	-0.0653873647014143	0.141751551352669	0.125994207656444	-0.103760111425265	-0.129028695956385	-0.067942729300092	-0.103878338926453	0.00503469598554977	0.00704963761268017
Monosiga-brevicollis_tr|A9V632|A9V632-MONBE	0.0418358544783634	-0.0822433206685573	0.305032491829489	0.0217622886028907	-0.0638629015025607	0.140696159338915	0.0395167123596822	-0.0317523571299116	-0.0015894900794122	-0.0101672523996833
Salpingoeca-rosetta_tr|F2TVQ7|F2TVQ7-SALR5	-0.066754653489532	0.00548553047805647	-0.125375478149475	-0.058792047604851	0.0248166887244492	-0.162748028066873	-0.0813277922893906	-0.0133735496423977	0.121803927790846	-0.0348046266258799
Micromonas-commoda_tr|C1FEE6|C1FEE6-MICCC	0.0178756975411335	-0.0807411008095223	-0.092252186254441	-0.0704397649446546	0.0407319628579732	0.0288328010952967	0.0561336982187342	-0.0423207085796996	0.0160965465021768	-0.0137866406422199
Bathycoccus-prasinos_tr|K8ENN0|K8ENN0-9CHLO	-0.0127387878284606	-0.0241285950099203	0.135904437814693	-0.0543793306318033	0.0061821861148229	-0.000565834136866291	-0.0104761224342186	0.041418146858151	-0.0815146013061256	-0.019581027559683
Ostreococcus-tauri_tr|Q01EH4|Q01EH4-OSTTA	-0.027343389120352	0.11475359489609	0.0334629535046156	-0.0581404405555569	0.0754782567903279	0.03123986153041	0.0162330525037619	0.0779865862637008	-0.0781309091037364	-0.0314082836691463
Chlamydomonas-reinhardtii_tr|A0A2K3CUX2|A0A2K3CUX2-CHLRE	0.076233125624051	-0.175786487370675	-0.0845541674476816	0.270450634852253	-0.1044173776941	0.259517560869089	0.157073217999515	-0.369993679597463	0.0475707203707333	-0.0319609717462525
Volvox-carteri_tr|D8TSX7|D8TSX7-VOLCA	-0.0359702540507534	-0.0277883977469668	-0.0757464442096141	-0.116754505504977	0.0641974591686931	-0.138628374586118	-0.0511355103325459	0.145881643316917	-0.0791381585124244	-0.0289813887010901
Chlorella-vulgaris_KAI3436614.1	-4.13135953473647e-06	-3.63729815608493e-06	-6.18224091659614e-06	-4.85917311138338e-05	3.41011115736288e-05	-1.40942465522358e-05	-2.4239268907851e-05	1.58875011274991e-05	0.000130094036474059	3.82187346481083e-06
Hypsibius-dujardini_tr|A0A9D4TWS1|A0A9D4TWS1-CHLVU	-0.00756589086065292	-0.00666107647976419	-0.011321690388897	-0.0889871999279549	0.0624502094839327	-0.0258111589040262	-0.0443899809562528	0.029095160206627	0.238244357877056	0.00699904956302569
Bodo-saltans_tr|A0A0S4J5D6|A0A0S4J5D6-BODSA	0.0288067849974297	-0.0590395452075432	-0.194942897319375	-0.120492467022178	0.0837207647676003	0.008151731021237	-0.00289730878426395	0.0632545580967267	0.0307490013977474	-0.0390225629232812
Diplonema-papillatum_KAJ9467060.1	0.54452222556043	0.504736609927245	-2.18595738994207	-0.455405418738533	0.980003635980901	-0.28990720678439	0.0994127203830313	1.0916663671069	0.0351719335115131	0.321912687041228
Diplonema-papillatum_KAJ9467061.1	-0.142585031417243	-0.222700606828988	0.61444985876606	0.143023565390242	-0.254471006458425	0.113457614796775	0.0112594142425109	-0.398365586923083	0.102420433356441	-0.088958233584649
Porphyra-yezoensis_tr|W7JST7|W7JST7-PLAFA	0.00133934401158076	0.226958101792615	-0.00877899895154534	-0.0497282072793195	0.00296886228143093	-0.0219267119881688	-0.106588547665477	0.00515170270006612	-0.0938994616085965	0.0010009435224993
Plasmodium-falciparum_tr|Q8IE01|Q8IE01-PLAF7	0.00423321151710041	0.188380044788786	-0.0321820729039553	-0.0130562503072424	0.0616251234616493	0.0475190273683081	0.108923943693408	0.190898590416798	-0.155699260670873	0.0370903987152745
Symbiodinium-sp_tr|A0A812P8G6|A0A812P8G6-9DINO	0.0249055635537503	-0.0236328605753782	0.0382270789366284	0.031885437767092	-0.0373185378519433	0.0920098939032397	0.0865847355608921	-0.0523622258591538	0.0701996132264912	-0.0301065135856382
Perkinsus-marinus_tr|C5LBQ5|C5LBQ5-PERM5	-0.0897224153071145	-0.028835003485567	0.00157725350482998	-0.13055951633194	0.143535057105274	-0.0754780215382633	-0.0570872179159314	0.0768925191690106	0.0746262344619975	-0.0778798195587343
Euglena-gracilis_GEFR01011287.1.p1	-0.0367213820769079	0.0624013775552404	0.0801750849288249	-0.0801072815301316	0.0744880910727053	0.0638423127676364	0.0537777499884446	0.0485185510927027	0.0668615397480651	-0.0294743808436628
Diplonema-papillatum_KAJ9436989.1	0.102786993174196	0.097410987011438	0.0561509333653146	-0.0446613970986547	0.0169076171643455	-0.0908666871404283	-0.0464771967131066	-0.0195527112248448	0.0385790548441676	0.214077977300457
Entamoeba-histolytica_tr|C4M1W2|C4M1W2-ENTH1	-0.0168379511132359	0.0142886811987937	-0.0759387725172663	-0.0718518711262997	0.111150974055426	0.0023462859193254	-0.00578928570743352	0.090480312294952	-0.0181383501267206	-0.0517765426817778
Paramecium-tetraurelia_tr|A0DXK8|A0DXK8-PARTE	-0.0169784923224778	0.050216593725813	-0.0441500228816047	-0.0913641463231992	0.104487689045645	0.00854261930903212	0.00299437682679656	0.100540679565515	0.0194886691146973	0.0544309794212476
Tetrahymena-thermophila_tr|Q22MC1|Q22MC1-TETTS	-0.0252039360884928	0.0748164703896843	0.0521155896733973	0.0131945319478635	0.0677010810537972	-0.0132666173602586	-0.0324602089650809	0.132760107793477	-0.0238293083967063	-0.0399677603158372
Mnemiopsis-leidyi_gb|GFAT01072765.1|.p1	-0.0390775345252135	0.166037438558579	-0.104417773632925	-0.193891402164697	0.0864077777097622	-0.0150095409937836	-0.0453977311930441	0.200557113261573	-0.0329564070735843	0.0322460365512083
Mnemiopsis-leidyi_gb|GFAT01100838.1|.p1	-0.179624310555551	-0.132676773822514	-0.0720936959545464	0.130922851443267	-0.13699747614429	0.109789953719477	0.0527259252360837	-0.16612509593183	-0.0244642928905941	-0.093592558667044
Naegleria-gruberi_tr|D2UZM7|D2UZM7-NAEGR	0.137927981319535	0.101247796427958	0.0166690233795739	0.0602978385245553	-0.0438229082876741	-0.0963226661415253	-0.060190399108007	-0.0148755187094907	-0.108464278056271	0.0649708621029662
Nannochloropsis-sp_tr|A0A4D9DB35|A0A4D9DB35-9STRA	0.00592921591326632	-0.0662035408143163	0.0986865967741711	-0.0348057276841378	-0.0161496873023187	-0.00975738793280138	-0.021740926257459	-0.0521075086555354	0.113907194423623	0.016801355573663
Phaeodactylum-tricornutum_tr|B7FSG2|B7FSG2-PHATC	-0.0347236696741774	-0.0472328588679704	-0.0767915364318813	-0.165674412288722	0.0875372139568859	0.0662152618515348	0.0534833645304212	0.0442641793871899	0.107342358608551	-0.0379510828874949
Dictyostelium-discoideum_sp|Q55BR9|DDX49-DICDI	-0.0222980124348456	0.0338805693752234	-0.0504603831319319	0.0543187387901995	0.017854336448925	0.0350981015004547	0.0181449683156133	0.0406347613458297	-0.04890407635088	-0.0451762571266314
Hofstenia-miamia_GFSA01006278.1.p1	-0.0487185518503107	0.0688087842014063	-0.033594613339251	-0.0879107443703663	0.117249196421272	0.0754457416571968	0.101812638395258	0.109269985958036	-0.0170933231145225	0.00614605367036276
Plasmodium-falciparum_tr|Q8IL21|Q8IL21-PLAF7	-0.786721085216835	1.10811730073412	2.01223820001872	-1.22107542728597	-4.26796594838943	-5.92869250756839	-36.6487051723159	2.20825313045282	4.42546040224889	2.17231019401291e-05
Porphyra-yezoensis_tr|W7JQG1|W7JQG1-PLAFA	0.05142467016666	0.125635754815396	0.082000738580602	0.071827252372675	-0.0244642649540099	0.0645852257616964	0.197410216990427	0.0802527102909131	-0.106950962085079	0.0464592455053316
Perkinsus-marinus_tr|C5KTQ6|C5KTQ6-PERM5	0.00169089375576852	-0.0811015354522238	-0.0422455555770266	-0.0139038422153839	-0.0260577881593617	0.0433196484141583	0.0254809971884294	0.0189768914872479	-0.1087014099833	0.0215635887439154
Entamoeba-histolytica_tr|C4MAZ1|C4MAZ1-ENTH1	-0.0336723959347444	0.0953772241680124	0.00247089061464389	0.0137289981868047	0.0490588227009992	0.0458530452207291	0.0154123478738706	0.117946399566362	0.00819495630355182	-0.0391490819321992
Paramecium-tetraurelia_tr|A0CA40|A0CA40-PARTE	-0.0348702536478216	0.0616567227021655	0.0290599022571989	0.00883140785112413	0.00541336805052848	-0.105419699684602	-0.0947611075155034	0.0471099307179389	0.00551052498831541	-0.0493500119183339
Tetrahymena-thermophila_tr|I7MKI9|I7MKI9-TETTS	0.0369536321498147	0.0312254231556266	0.0897805394751076	0.23810058345633	-0.189046269980556	-0.196240213973502	-0.309355630311425	-0.018968487628295	-0.024056371370312	0.0271864460082338
Giardia-intestinalis_tr|A8BFI5|A8BFI5-GIAIC	-0.0246835278031864	0.0728415417148237	-0.0225747108822742	-0.084710543162602	0.0701469150602683	0.0888997740821631	0.0852873469892048	0.102876463700186	-0.134694877257154	0.0573382710310722
Bodo-saltans_tr|A0A0S4J049|A0A0S4J049-BODSA	0.0348076724971493	-0.0086406060514721	0.00332789796498321	0.0100056173871353	-0.0325041677047113	0.111290407873312	0.134647898243527	-0.0594268503072658	-0.0508574005897201	-0.0147406610272669
Diplonema-papillatum_KAJ9449360.1	0.0262761367099404	-0.0277131097944604	-0.055751229883	-0.0468260356267321	0.0135623954655664	-0.100922781917495	-0.0670827310023843	-0.0295732835433318	0.102172503123307	0.0306135402123589
Euglena-gracilis_GEFR01002792.1.p1	0.00716840639499691	0.0606029978114532	0.0402170470550378	-0.0593533988292134	0.0366512361676697	0.0881807242064541	0.0868587398744696	0.0294501288263802	0.0361003258766265	0.0494332176486616
Naegleria-gruberi_tr|D2UY21|D2UY21-NAEGR	-0.126181865586673	0.19237958111061	0.0252895597111117	-0.118671542603079	0.125506167031675	-0.0652754298484354	-0.030332540455438	0.211355099551719	-0.0517263936403394	-0.0487478244962596
Volvox-carteri_tr|D8UCP4|D8UCP4-VOLCA	-0.481647231829206	0.07374872714921	0.0743643808094054	-0.518078517954228	0.314439543642097	0.438807894728782	0.525349566161468	0.43881430232145	-0.144048807632993	-0.201463993174119
Chlamydomonas-reinhardtii_tr|A0A2K3E676|A0A2K3E676-CHLRE	0.204345335062071	-0.0834605196962287	0.0473241666000382	0.176028978557973	-0.106591514239914	-0.266908196863769	-0.440517390079613	-0.259136415205218	0.169343946008557	0.0452910826787822
Chlorella-vulgaris_KAI3436237.1	4.4436679009853e-06	-8.13265095707613e-06	1.38708059315008e-05	2.01913542994006e-06	-9.26393519041668e-06	4.62948355215157e-06	-1.77860901502743e-06	-1.05857057262329e-05	8.16460675042705e-06	4.51986097076124e-06
Hypsibius-dujardini_tr|A0A9D4TXB4|A0A9D4TXB4-CHLVU	0.0291466595661848	-0.0812343964007906	0.142191058079528	0.0303484065189901	-0.0592949645759338	0.00870218281079003	-0.041502151618413	-0.10580428124505	0.0950832070755244	0.0253726577247303
Tetraselmis-striata_CAE8978523.1	-0.0286578474882711	-0.0573005722871878	-0.0266047335808846	-0.0847693977555248	0.0850373213286801	0.103474445300731	0.0898349325420397	-0.0268320597627539	0.150824290510934	-0.0584223928139877
Micromonas-commoda_tr|C1E958|C1E958-MICCC	0.102250324314269	-0.0560439849409085	0.0222618127202573	0.0198907888588488	-0.048348807710247	-0.268008556767298	-0.282977450348892	-0.141307277698802	0.105719530522157	0.0267709142000704
Ostreococcus-tauri_tr|A0A096P838|A0A096P838-OSTTA	-0.000936962970110027	-0.0308283082308691	-0.0203855241778943	-0.0987404768192589	0.0808339954904574	0.0620058734631531	0.0921480476608407	0.00494309241457078	0.0163128892194073	0.0203345979454379
Bathycoccus-prasinos_tr|K8ERI9|K8ERI9-9CHLO	0.0507702942194113	0.00234759345159464	-0.0612065387431912	0.123287740837628	-0.0829378682911132	0.0943784051560118	0.121333599195398	-0.0899711141837873	0.0538333605525559	0.0426618164895365
Nannochloropsis-sp_tr|A0A4D9D2D9|A0A4D9D2D9-9STRA	0.0780937432138854	-0.0673222016388803	0.123124097400609	0.0699184806927015	-0.108811351265584	-0.153707431087416	-0.155910350981324	-0.0969616118882344	0.161447898328692	0.035406751256567
Phaeodactylum-tricornutum_tr|B7FZK5|B7FZK5-PHATC	0.0605632544883528	-0.0740896769955465	0.107613197303706	-0.0198010129601848	-0.0190521773222504	0.00616422099184102	-0.0186234983029733	-0.0809816459312472	-0.0339485286596098	-0.0299005926512461
Mnemiopsis-leidyi_gb|GFAT01072264.1|.p1	-0.0296126721941146	0.00668491495967042	-0.0753845851743042	0.014981515255018	0.0695818948695232	0.120736846820493	0.138034615533215	0.0388248877409674	-0.0443120963252525	-0.060247411722027
Monosiga-brevicollis_tr|A9VDL5|A9VDL5-MONBE	0.0891643540562141	0.011738018874596	-0.00942567043797607	-0.0626098406414423	0.0172183564562534	-0.0745120065957897	-0.0435922326498317	-0.0366612874762411	0.0630717603490451	0.0650899197271226
Salpingoeca-rosetta_tr|F2UN19|F2UN19-SALR5	0.101993219677514	-0.0990453763766956	0.12250829208575	0.124315466358634	-0.183102694174924	-0.157327751407841	-0.164892014810292	-0.153278546210171	0.065931952841903	-0.00888971644736345
Exaiptasia-diaphana_tr|A0A913X2P3|A0A913X2P3-EXADI	0.0444667848530642	-0.00718313506987562	-0.0482862146696947	0.127168370626872	-0.0989659074667399	0.00377510013348924	0.0197099173732538	-0.0981159335483223	-0.0845022247600745	-0.0142813123288857
Nematostella-vectensis_tr|A7RKF5|A7RKF5-NEMVE	-0.067964818866466	-0.0314244191982347	0.0385321601445428	-0.0734317931866683	0.081472372214561	0.0535657151069603	0.00761464761879386	0.0552980722321899	0.0432350085480645	-0.00949554581421511
Hydra-vulgaris_tr|A0A8B6XZA4|A0A8B6XZA4-HYDVU	0.0260330291180394	0.098074203434232	-0.0785861698824062	0.00444740375143814	0.0589562870400339	0.0696900374529516	0.190730410584813	0.0593242139468344	-0.0459322734578942	-0.0195247511236538
Clytia-hemisphaerica_tr|A0A7M5X222|A0A7M5X222-9CNID	-0.0329807224255351	-0.0602399912810799	-0.112368402215193	0.0518939054242886	-0.0115453428669134	0.0690789598852731	0.10213285111643	0.0314468198301713	-0.075502932602851	-0.0739910475895759
Ciona-intestinalis_tr|F7AXN3|F7AXN3-CIOIN	-0.00711444376916468	0.0671653908109234	-0.105156362287784	-0.0229329187089216	0.0783799969531253	0.0544372875869731	0.0490672862074806	0.081718327552794	-0.0353943495156206	0.0069907720024242
Anolis-carolinensis_tr|G1KHY9|G1KHY9-ANOCA	0.0538994285337402	-0.0540983878942959	0.0786946774025783	0.0354014803740444	0.0392465983640163	0.0733984948711617	0.24122254409897	-0.020367878578982	0.0658862032044628	-0.00675698943837934
Gallus-gallus_tr|A0A8V0Z289|A0A8V0Z289-CHICK	0.0215072716058231	0.0136594352960038	-0.0750798544698003	0.059284887741876	-0.0526624660648585	-0.00569153090420859	-0.0311576815108762	0.0279629282921149	-0.086443869370108	0.0283140248925563
Taeniopygia-guttata_tr|A0A674H3G5|A0A674H3G5-TAEGU	0.0165210218592069	0.0216690948950929	-0.112276893043366	0.0262888068497099	-0.00909183741621199	0.0140519028930451	-0.010512768135007	0.0226787590364628	0.00427514555893687	0.0362889198071656
Callithrix-jacchus_tr|F6SWG1|F6SWG1-CALJA	0.0114989932656658	0.0499550612830385	0.027228639732286	-0.0589571688235366	0.0236545624492742	0.0116255560253456	0.0433537329672219	0.0608523975019815	0.0615118045743454	0.0327671218309188
Homo-sapiens_sp|Q9GZR7|DDX24-HUMAN	-0.00116399049149915	-0.122240369861606	-0.00845748791844377	0.0557761662293797	-0.0383056237651118	-0.0435909666789778	-0.115368758697835	-0.0961261747278299	0.0560643623901169	-0.0458051568519889
Pan-troglodytes_tr|H2Q8U7|H2Q8U7-PANTR	0.0192154192982191	0.064018942300328	0.0614084994166875	0.0478872701833267	-0.0101564176142022	0.00571307485898751	0.0195130650596496	0.00534411969244045	0.000628856225744622	0.0090057116600965
Macaca-mulatta_tr|F7BWF7|F7BWF7-MACMU	0.0224527639276373	0.0113458647236955	-0.0135820386991985	0.084346614614607	-0.0131254506941143	0.00237923202596397	-0.0279229997390903	0.00444964460426948	-0.00361881617001964	0.0285191011300605
Carlito-syrichta_tr|A0A1U7TEF8|A0A1U7TEF8-CARSF	-0.0124833841014961	-0.0859698831308816	-0.0196853111982053	-0.0783684373707175	0.11477615327454	-0.0326788663490671	-0.137668119780015	-0.0257244238308605	0.0380151655553158	-0.0247202566810896
Microcebus-murinus_tr|A0A8C5XND1|A0A8C5XND1-MICMU	0.0259533737965064	-0.0138243894851455	-0.147800676824426	0.167828842251292	0.0102917915935094	0.00145244219554184	-0.00555523117878261	-0.080970808652139	-0.0510807140606467	0.0120812069310327
Mus-musculus_sp|Q9ESV0|DDX24-MOUSE	0.0810939119728785	-0.0306634177509833	0.14833008331337	0.0234157030633945	0.0370023766026504	0.076663806153528	0.167053303871672	-0.0606441907063107	0.0437445370448665	0.0334179676329963
Xenopus-tropicalis_tr|A0A6I8SZ81|A0A6I8SZ81-XENTR	0.064977405176953	0.0129812966011894	-0.0617421619543886	0.0785095518768249	0.0203018292297585	0.0571599724970582	0.0573972846031664	0.0485092289250491	-0.000656255133207658	0.0905768198584818
Callorhinchus-milii_tr|A0A4W3GX39|A0A4W3GX39-CALMI	0.10430549091052	0.0090323064934611	-0.206649969932701	0.0783339152458633	0.0748672149206774	0.110409549340364	0.19329581735963	0.0140389615269196	-0.0894512541431214	0.0576268875219796
Danio-rerio_tr|A0A8M1RMN7|A0A8M1RMN7-DANRE	0.169504734979686	-0.143186998455461	0.167531972553593	0.181747434996301	-0.1077713453901	-0.119206461543434	-0.0482319119035703	-0.0981229401683264	0.0256409751354032	0.0690709826574573
Petromyzon-marinus_tr|S4R5Y2|S4R5Y2-PETMA	-0.222490140306572	0.0701546789462863	0.129810287043651	-0.274974786950719	0.0451245590171591	0.0532893058689903	-0.00888193826185772	0.00277511111396849	0.122366291474459	-0.114652242524811
Aedes-aegypti_tr|Q16XX2|Q16XX2-AEDAE	0.0264494871891857	-0.00420853035695568	0.0345210639162692	0.11831723752035	-0.0645720199206056	0.033697785103186	0.0341423946071878	-0.0532320652920572	-0.0387526948805615	0.0184511312508264
Drosophila-melanogaster_tr|Q6NQY9|Q6NQY9-DROME	0.0386344124094742	-0.0601757613126146	0.07615958228223	0.0663141469573022	-0.080768764473688	0.0578369675332266	0.0277257382845688	-0.0980250182553186	0.0699338460345888	-0.0235061831415705
Schmidtea-mediterranea_maker-scaffold1672-augustus-gene-0.43-mRNA-1	-0.0432310935127545	0.0916824108991384	-0.0313825430660436	0.0298388523978005	0.0265739936967629	-0.0122261273989883	-0.0422598000482073	0.00845263506200189	0.0193173258033058	0.00811434064461171
Schistosoma-mansoni_tr|A0A3Q0KLV9|A0A3Q0KLV9-SCHMA	-0.00572283171541184	0.0612540230944745	-0.0394898166313817	-0.142957006409281	0.108306223362361	0.0931163136084027	0.0754008021614468	0.11855955684916	-0.0911839251395119	0.0418699752242455
Caenorhabditis-elegans_tr|P91340|P91340-CAEEL	-0.0165804688433605	-0.037742009709907	-0.0383628295146377	0.00724740160925119	0.00390985524950373	0.164834010165875	0.176165373748959	-0.0319944662614348	0.0912541657871438	0.00896287322862275
Dictyostelium-discoideum_sp|Q54TD7|DDX24-DICDI	0.113312785174203	-0.00292008929645043	0.185560483303268	0.204796463316969	-0.163165855974929	0.0297936583822418	0.036724026332366	-0.0699643402379366	-0.0603536241051698	0.0187819848243971
Sphaeroforma-arctica_tr|A0A0L0FK93|A0A0L0FK93-9EUKA	-0.00789606064575263	0.020793753544586	-0.0555749009262661	-0.0318695037448162	0.000242773992069115	-0.155957293757835	-0.123082150422981	0.0224466945337466	0.0096675699467632	-0.000912769690921457
Agaricus-bisporus_tr|A0A8H7EY10|A0A8H7EY10-AGABI	-0.017905143032527	-0.00329382214032197	0.000824892977808873	0.00800331459801326	-0.00531408290830872	0.0289152130990255	-0.00388599631299445	0.0717805769566033	-0.0236122453245762	0.00268113044772817
Ustilago-maydis_tr|A0A0D1E8R8|A0A0D1E8R8-USTMA	0.0926356939255168	-0.0625192539041203	0.126849344153934	0.00946784235047643	-0.0616404080393881	0.0210234433425416	-0.00251341293756382	-0.0930016644482138	0.0399265857559113	0.0430830088300512
Schizosaccharomyces-pombe_sp|O74393|MAK5-SCHPO	-0.0419512982240732	0.0787973205342559	0.0383451496278938	-0.0928360513200244	0.101051749597824	0.1081847695556	0.0819903912575361	0.0896529915518481	0.0154362606582654	-0.00744440714209845
Aspergillus-nidulans_sp|Q5BCI0|MAK5-EMENI	0.0243011801321128	0.0135274089369662	-0.239057036456155	-0.0858885077306425	0.0207602062722412	0.110644365759631	0.0348477766697357	0.115020304636542	-0.00437146524355008	0.0652186124594442
Penicillium-chrysogenum_tr|B6GYA7|B6GYA7-PENRW	-0.040554526634444	0.0147880786856726	0.0596773245398242	-0.027476111071684	0.00648964435708203	-0.00920435435483418	0.000826109806656853	-0.00453812374466924	-0.0253242970855811	-0.0111329096731569
Neurospora-crassa_sp|Q7RZH4|MAK5-NEUCR	0.00711138638631926	-0.0487047748359777	0.172079815740902	0.0735167039150471	-0.0510711099717339	-0.133067736894528	-0.0785166443104796	-0.104511926683083	0.131186921962858	-0.000813737467185364
Candida-albicans_sp|Q59ZH9|MAK5-CANAL	-0.0076702764360126	-0.00040149605500209	0.0488692664806744	0.072363131958285	-0.0491242644337923	-0.244576018001853	-0.188944034272124	0.00886773280575645	0.117631658599125	0.0200780506858137
Saccharomyces-cerevisiae_sp|P38112|MAK5-YEAST	-0.0234970511475888	0.0082572169475325	0.0654211383582903	-0.0361065625065341	0.0323809519119225	-0.0188481929333046	-0.0623281505587614	0.122845968425697	-0.0937743867071144	0.00201399415505549
Yarrowia-lipolytica_tr|Q6CHU3|Q6CHU3-YARLI	0.148007712314145	-0.00534684838837045	-0.0582564791113456	0.196284574524978	-0.106040605305879	0.0389243687354643	0.0553379099046576	-0.114146804444509	-0.00504867657002704	0.041228682633452
Amorphochlora-amoebiformis_CAD8458375.1	-0.126539474028275	-0.131087419378074	-0.20701591353323	-0.0173106666542769	-0.00265337703212143	-0.0702424051793262	-0.0414723754745158	-0.00125252026979726	0.0145246925058661	-0.0649832115663277
Perkinsus-marinus_tr|C5L205|C5L205-PERM5	-0.0171102447086749	-0.0233162581869573	-0.0833595592257635	-0.0483971968021648	0.00831531009384171	0.0536142815571374	0.0451950216498335	0.0123247094713319	0.0211076978783751	-0.0376148409607785
Agaricus-bisporus_tr|A0A8H7F1R4|A0A8H7F1R4-AGABI	-0.0411147763861153	0.0867931183665555	0.00357824779575163	-0.0966891732454371	0.0676525705401221	0.0288265561098509	0.0140034478939813	0.102038043702359	-0.0847831833090614	-0.0195263105150804
Ustilago-maydis_tr|A0A0D1CXB9|A0A0D1CXB9-USTMA	0.0697659367751724	-0.0913493033711503	0.00882830730834226	0.0689795989227131	-0.0895807605001603	0.0719358599599928	0.0343520278423041	-0.113197429543683	0.0367368496792186	-0.0263834239990614
Schizosaccharomyces-pombe_sp|Q76PD3|DBP6-SCHPO	-0.023300898577813	0.0606825053547897	0.0751181574290044	-0.10153580244867	0.0402828658584493	0.04020683639477	0.033303093671995	0.100892869438483	-0.056947978430379	0.0106076335177252
Yarrowia-lipolytica_sp|Q6CDN5|DBP6-YARLI	-0.0229806608821962	0.0309067580576557	-0.0389371780205276	0.0408868833930423	-0.0989158056171213	-0.0976967150725725	-0.0921355878112345	-0.0522746411983053	0.0497519992877945	-0.000981258692852814
Saccharomyces-cerevisiae_sp|P53734|DBP6-YEAST	-0.0112562758238139	0.0456196968804287	-0.0583058134508602	-0.0425732415273676	0.0747155013323174	-0.0245018569935803	0.0369522108542298	0.0408644082638105	-0.0168545799451894	-0.0330823016100599
Candida-albicans_sp|Q59MW2|DBP6-CANAL	-0.0339103381859854	0.0723444996619184	0.0315244314713307	0.0425137836799657	-0.0147587384596903	-0.17180553979777	-0.165967019521166	0.114825180293984	-0.0414539309457394	-0.025488146101609
Aspergillus-nidulans_tr|Q5BFP3|Q5BFP3-EMENI	0.0361436824875506	-0.00460504435480105	-0.082574964587766	0.051180027838295	-0.0511403164478438	0.100049936637288	0.0678554648488906	-0.0539863069719916	-0.0146990462473401	0.0271190076216873
Penicillium-chrysogenum_tr|B6HIR7|B6HIR7-PENRW	0.0356194404567111	-0.127796064850921	-0.0190671593225469	0.107773179725811	-0.11100680146749	-0.109555648549488	-0.0927458052872311	-0.113352754347114	-0.0679382093207296	0.00131487333211466
Neurospora-crassa_tr|Q7S0W1|Q7S0W1-NEUCR	0.0451074654622098	-0.0361211453681979	0.0591809356007967	0.142675023857977	-0.0609446746498704	-0.0913555273128255	-0.0394500478621796	-0.068919518505562	0.0224121083166689	0.0288135715942481
Mnemiopsis-leidyi_gb|GFAT01055298.1|.p1	0.0475367782540791	-0.0408108731857832	-0.0639879285431988	0.0723957645574256	-0.0538872730449882	0.0480691401837086	0.0803849826710981	-0.0366317951205882	-0.0501708051465536	0.00829974185493376
Entamoeba-histolytica_tr|C4M3R8|C4M3R8-ENTH1	-0.0193687872882217	0.0131634205718761	-0.0902715174431573	-0.0157716605196269	0.079899732992358	0.0640135968980389	0.0492556680282215	0.107074078327221	-0.0676198365040551	-0.0278970574351066
Hofstenia-miamia_GFSA01033482.1.p1	-0.0266481709272165	0.167112753986216	-0.0359549272504264	-0.136069015081979	0.185300854653691	0.035512640593639	0.00286741628882871	0.114006713858073	-0.0222953475950221	-0.0157776130080318
Dictyostelium-discoideum_sp|Q54BD6|DDX51-DICDI	0.0015509124778038	0.11877568646171	-0.152727662546665	-0.025464639053688	0.0461172004534456	-0.0438791529585585	-0.0392614855300629	0.148181649664238	-0.125312461962529	0.0596092602194659
Clytia-hemisphaerica_tr|A0A7M5VCJ8|A0A7M5VCJ8-9CNID	0.0512705311389638	-0.0319841231330626	0.133620334059398	0.152187323627051	-0.147760510155348	-0.0368566203671485	-0.044358178039432	-0.0971419628378731	0.0374487902339758	-0.0449629174610801
Hydra-vulgaris_tr|A0A8B7DPP2|A0A8B7DPP2-HYDVU	0.0222213499105822	0.0408939168380334	0.0376798206077906	0.0638539835026261	0.0114449436924423	0.0660195414741267	0.0482703419558914	0.0765897203580453	-0.0474245945576783	-0.0118307924805668
Sphaeroforma-arctica_tr|A0A0L0FJR4|A0A0L0FJR4-9EUKA	-0.0222500132991497	-0.212655859049331	0.0396162787231358	0.201742537037352	-0.202130162337183	-0.275001411383896	-0.123105626481904	-0.159270082854788	-0.0372066146004132	-0.0438328005123128
Sphaeroforma-arctica_tr|A0A0L0FV40|A0A0L0FV40-9EUKA	-0.153863475774338	0.040611570431836	-0.0731797694207705	-0.0763036955088107	0.049783549840012	0.0868735965893108	0.00658465910202709	0.0822654782875032	-0.00936247628019557	-0.102746030408194
Danio-rerio_sp|Q6DRI7|DDX51-DANRE	0.0302221260461221	-0.00713438079559728	0.0345586987978904	0.137666676267203	-0.0188973244509448	0.0423237132921036	0.0173400416499188	-0.012198392894288	-0.0861242660974213	-0.0279147887253129
